Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.3390/ijerph17228386,Machine Learning for Mortality Analysis in Patients with COVID-19.,"This paper analyzes a sample of patients hospitalized with COVID-19 in the region of Madrid (Spain). Survival analysis, logistic regression, and machine learning techniques (both supervised and unsupervised) are applied to carry out the analysis where the endpoint variable is the reason for hospital discharge (home or deceased). The different methods applied show the importance of variables such as age, O",57, observational,1696, N/A, stratified sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1007/s11739-020-02480-3,Derivation and validation of the clinical prediction model for COVID-19.,"The epidemic phase of Coronavirus disease 2019 (COVID-19) made the Worldwide health system struggle against a severe interstitial pneumonia requiring high-intensity care settings for respiratory failure. A rationalisation of resources and a specific treatment path were necessary. The study suggests a predictive model drawing on clinical data gathered by 119 consecutive patients with laboratory-confirmed COVID-19 admitted in Busto Arsizio hospital. We derived a score that identifies the risk of clinical evolution and in-hospital mortality clustering patients into four groups. The study outcomes have been compared across the derivation and validation samples. The prediction rule is based on eight simple patient characteristics that were independently associated with study outcomes. It is able to stratify COVID-19 patients into four severity classes, with in-hospital mortality rates of 0% in group 1, 6-12.5% in group 2, 7-20% in group 3 and 60-86% in group 4 across the derivation and validation sample. The prediction model derived in this study identifies COVID-19 patients with low risk of in-hospital mortality and ICU admission. The prediction model that the study presents identifies COVID-19 patients with low risk of in-hospital mortality and admission to ICU. Moreover, it establishes an intermediate portion of patients that should be treated accurately in order to avoid an unfavourable clinical evolution. A further validation of the model is important before its implementation as a decision-making tool to guide the initial management of patients.",24, observational,119, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.7759/cureus.11368,CALL Score and RAS Score as Predictive Models for Coronavirus Disease 2019.,"BACKGROUND: Coronavirus disease 2019 (COVID-19) is a novel infectious disease of multi-system involvement with significant pulmonary manifestations. So far, many prognostic models have been introduced to guide treatment and resource management. However, data on the impact of measurable respiratory parameters associated with the disease are scarce. OBJECTIVE: To demonstrate the role of Comorbidity-Age-Lymphocyte count-Lactate dehydrogenase (CALL) score and to introduce Respiratory Assessment Scoring (RAS) model in predicting disease progression and mortality in COVID-19. METHODOLOGY: Data of 252 confirmed COVID-19 patients were collected at Pak Emirates Military Hospital (PEMH) from 10th April 2020 to 31st August 2020. The CALL score and proposed factors of RAS model, namely respiratory rate, oxygen saturation at rest, alveolar arterial gradient and minimal exercise desaturation test, were calculated on the day of admission. Progression of disease was defined and correlated with measured variables. Univariate and multivariate Cox regression analysis for each variable, its hazard ratio (HR) and 95% confidence interval (CI) were calculated, and a nomogram was made using the high-risk respiratory parameters to establish the RAS model. RESULTS: Progression of disease and death was observed in 124 (49.2%) and 49 (19.4%) patients, respectively. Presence of more than 50% of chest infiltrates was significantly associated with worsening disease and death (p-value <0.001). Death was observed in 100% of patients who had critical disease category on presentation. Regression analysis showed that the presence of comorbidity (n: 180), in contrast to other variables of CALL score, was not a good prognosticator of disease severity (p-value: 0.565). Nonetheless, the CALL model itself was validated to be a reliable prognostic indicator of disease progression and mortality. Some 10 feet oxygen desaturation test (HR: 0.99, 95%CI: 0.95-1.04, p--value: 0.706) was not a powerful predictor of the progression of disease. However, respiratory rate of more than 30 breaths/minute (b/m) (HR: 3.03, 95%CI: 1.77-5.19), resting oxygen saturation of less than 90% (HR: 2.41, 95%CI: 1.15-5.06), and an elevated alveolar-arterial oxygen gradient (HR: 2.14, 95%CI: 1.04-4.39) were considered statistically significant high-risk predictors of disease progression and death, in the formed RAS model. The model resulted in 85% (95%CI: 80%-89%) of area under the receiver operating characteristic curve (AUROC), with substantial positive (76%, 95%CI: 68%-83%) and negative predictive values (80%, 95%CI: 73%-87%) for a cutoff value of seven. Patients with higher CALL and RAS scores also resulted in higher mortality. CONCLUSION: CALL and RAS scores were strongly associated with progression and mortality in patients with COVID-19.",26, observational,252, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1016/j.accpm.2020.10.013,Association between red blood cell distribution width and mortality of COVID-19 patients.,"PURPOSE: We have previously reported an association between high red blood cell distribution width (RDW) and mortality in septic and brain infarction patients. However, no association between RDW and mortality in coronavirus disease 2019 (COVID-19) patients has been reported so far; thus, the objective of this study was to determine if that association exists. METHODS: Prospective and observational study carried out in 8 Intensive Care Units from 6 hospitals of Canary Islands (Spain) including COVID-19 patients. We recorded RDW at ICU admission and 30-day survival. RESULTS: We found that patients who did not survive (n=25) compared to surviving patients (n=118) were older (p=0.004), showed higher RDW (p=0.001), urea (p<0.001), APACHE-II (p<0.001) and SOFA (p<0.001), and lower platelet count (p=0.007) and pH (p=0.008). Multiple binomial logistic regression analysis showed that RDW was associated with 30-day mortality after controlling for: SOFA and age (OR=1.659; 95% CI=1.130-2.434; p=0.01); APACHE-II and platelet count (OR=2.062; 95% CI=1.359-3.129; p=0.001); and pH and urea (OR=1.797; 95% CI=1.250-2.582; p=0.002). The area under the curve (AUC) of RDW for mortality prediction was of 71% (95% CI=63-78%; p<0.001). We did not find significant differences in the predictive capacity between RDW and SOFA (p=0.66) or between RDW and APACHE-II (p=0.12). CONCLUSIONS: Our study provides new information regarding the ability to predict mortality in patients with COVID-19. There is an association between high RDW and mortality. RDW has a good performance to predict 30-day mortality, similar to other severity scores (such as APACHE II and SOFA) but easier and faster to obtain.",37, observational,143, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.2196/23128,Prognostic Assessment of COVID-19 in the Intensive Care Unit by Machine Learning Methods: Model Development and Validation.,"BACKGROUND: Patients with COVID-19 in the intensive care unit (ICU) have a high mortality rate, and methods to assess patients' prognosis early and administer precise treatment are of great significance. OBJECTIVE: The aim of this study was to use machine learning to construct a model for the analysis of risk factors and prediction of mortality among ICU patients with COVID-19. METHODS: In this study, 123 patients with COVID-19 in the ICU of Vulcan Hill Hospital were retrospectively selected from the database, and the data were randomly divided into a training data set (n=98) and test data set (n=25) with a 4:1 ratio. Significance tests, correlation analysis, and factor analysis were used to screen 100 potential risk factors individually. Conventional logistic regression methods and four machine learning algorithms were used to construct the risk prediction model for the prognosis of patients with COVID-19 in the ICU. The performance of these machine learning models was measured by the area under the receiver operating characteristic curve (AUC). Interpretation and evaluation of the risk prediction model were performed using calibration curves, SHapley Additive exPlanations (SHAP), Local Interpretable Model-Agnostic Explanations (LIME), etc, to ensure its stability and reliability. The outcome was based on the ICU deaths recorded from the database. RESULTS: Layer-by-layer screening of 100 potential risk factors finally revealed 8 important risk factors that were included in the risk prediction model: lymphocyte percentage, prothrombin time, lactate dehydrogenase, total bilirubin, eosinophil percentage, creatinine, neutrophil percentage, and albumin level. Finally, an eXtreme Gradient Boosting (XGBoost) model established with the 8 important risk factors showed the best recognition ability in the training set of 5-fold cross validation (AUC=0.86) and the verification queue (AUC=0.92). The calibration curve showed that the risk predicted by the model was in good agreement with the actual risk. In addition, using the SHAP and LIME algorithms, feature interpretation and sample prediction interpretation algorithms of the XGBoost black box model were implemented. Additionally, the model was translated into a web-based risk calculator that is freely available for public usage. CONCLUSIONS: The 8-factor XGBoost model predicts risk of death in ICU patients with COVID-19 well; it initially demonstrates stability and can be used effectively to predict COVID-19 prognosis in ICU patients.",53, observational,123, N/A, randomized
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1016/j.jinf.2020.09.023,A quick prediction tool for unfavourable outcome in COVID-19 inpatients: Development and internal validation.,No abstract found,10, prospective cohort study,244, not applicable, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1371/journal.pone.0237558,Risk factors for severe illness in hospitalized Covid-19 patients at a regional hospital.,"BACKGROUND: The Covid-19 pandemic threatens to overwhelm scarce clinical resources. Risk factors for severe illness must be identified to make efficient resource allocations. OBJECTIVE: To evaluate risk factors for severe illness. DESIGN: Retrospective, observational case series. SETTING: Single-institution. PARTICIPANTS: First 117 consecutive patients hospitalized for Covid-19 from March 1 to April 12, 2020. EXPOSURE: None. MAIN OUTCOMES AND MEASURES: Intensive care unit admission or death. RESULTS: In-hospital mortality was 24.8% and average total length of stay was 11.82 days (95% CI: 10.01 to 13.63 days). 30.8% of patients required intensive care unit admission and 29.1% required mechanical ventilation. Multivariate regression identified the amount of supplemental oxygen required at admission (OR: 1.208, 95% CI: 1.011-1.443, p = .037), sputum production (OR: 6.734, 95% CI: 1.630-27.812, p = .008), insulin dependent diabetes mellitus (OR: 11.873, 95% CI: 2.218-63.555, p = .004) and chronic kidney disease (OR: 4.793, 95% CI: 1.528-15.037, p = .007) as significant risk factors for intensive care unit admission or death. Of the 48 patients who were admitted to the intensive care unit or died, this occurred within 3 days of arrival in 42%, within 6 days in 71%, and within 9 days in 88% of patients. CONCLUSIONS: At our regional medical center, patients with Covid-19 had an average length of stay just under 12 days, required ICU care in 31% of cases, and had a 25% mortality rate. Patients with increased sputum production and higher supplemental oxygen requirements at admission, and insulin dependent diabetes or chronic kidney disease may be at increased risk for severe illness. A model for predicting intensive care unit admission or death with excellent discrimination was created that may aid in treatment decisions and resource allocation. Early identification of patients at increased risk for severe illness may lead to improved outcomes in patients hospitalized with Covid-19.",0, Unknown,0,0, Unknown
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.2196/24018,Machine Learning to Predict Mortality and Critical Events in a Cohort of Patients With COVID-19 in New York City: Model Development and Validation.,"BACKGROUND: COVID-19 has infected millions of people worldwide and is responsible for several hundred thousand fatalities. The COVID-19 pandemic has necessitated thoughtful resource allocation and early identification of high-risk patients. However, effective methods to meet these needs are lacking. OBJECTIVE: The aims of this study were to analyze the electronic health records (EHRs) of patients who tested positive for COVID-19 and were admitted to hospitals in the Mount Sinai Health System in New York City; to develop machine learning models for making predictions about the hospital course of the patients over clinically meaningful time horizons based on patient characteristics at admission; and to assess the performance of these models at multiple hospitals and time points. METHODS: We used Extreme Gradient Boosting (XGBoost) and baseline comparator models to predict in-hospital mortality and critical events at time windows of 3, 5, 7, and 10 days from admission. Our study population included harmonized EHR data from five hospitals in New York City for 4098 COVID-19-positive patients admitted from March 15 to May 22, 2020. The models were first trained on patients from a single hospital (n=1514) before or on May 1, externally validated on patients from four other hospitals (n=2201) before or on May 1, and prospectively validated on all patients after May 1 (n=383). Finally, we established model interpretability to identify and rank variables that drive model predictions. RESULTS: Upon cross-validation, the XGBoost classifier outperformed baseline models, with an area under the receiver operating characteristic curve (AUC-ROC) for mortality of 0.89 at 3 days, 0.85 at 5 and 7 days, and 0.84 at 10 days. XGBoost also performed well for critical event prediction, with an AUC-ROC of 0.80 at 3 days, 0.79 at 5 days, 0.80 at 7 days, and 0.81 at 10 days. In external validation, XGBoost achieved an AUC-ROC of 0.88 at 3 days, 0.86 at 5 days, 0.86 at 7 days, and 0.84 at 10 days for mortality prediction. Similarly, the unimputed XGBoost model achieved an AUC-ROC of 0.78 at 3 days, 0.79 at 5 days, 0.80 at 7 days, and 0.81 at 10 days. Trends in performance on prospective validation sets were similar. At 7 days, acute kidney injury on admission, elevated LDH, tachypnea, and hyperglycemia were the strongest drivers of critical event prediction, while higher age, anion gap, and C-reactive protein were the strongest drivers of mortality prediction. CONCLUSIONS: We externally and prospectively trained and validated machine learning models for mortality and critical events for patients with COVID-19 at different time horizons. These models identified at-risk patients and uncovered underlying relationships that predicted outcomes.",49, cohort,4098, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1371/journal.pone.0236618,Prediction model and risk scores of ICU admission and mortality in COVID-19.,"This study aimed to develop risk scores based on clinical characteristics at presentation to predict intensive care unit (ICU) admission and mortality in COVID-19 patients. 641 hospitalized patients with laboratory-confirmed COVID-19 were selected from 4997 persons under investigation. We performed a retrospective review of medical records of demographics, comorbidities and laboratory tests at the initial presentation. Primary outcomes were ICU admission and death. Logistic regression was used to identify independent clinical variables predicting the two outcomes. The model was validated by splitting the data into 70% for training and 30% for testing. Performance accuracy was evaluated using area under the curve (AUC) of the receiver operating characteristic analysis (ROC). Five significant variables predicting ICU admission were lactate dehydrogenase, procalcitonin, pulse oxygen saturation, smoking history, and lymphocyte count. Seven significant variables predicting mortality were heart failure, procalcitonin, lactate dehydrogenase, chronic obstructive pulmonary disease, pulse oxygen saturation, heart rate, and age. The mortality group uniquely contained cardiopulmonary variables. The risk score model yielded good accuracy with an AUC of 0.74 ([95% CI, 0.63-0.85], p = 0.001) for predicting ICU admission and 0.83 ([95% CI, 0.73-0.92], p<0.001) for predicting mortality for the testing dataset. This study identified key independent clinical variables that predicted ICU admission and mortality associated with COVID-19. This risk score system may prove useful for frontline physicians in clinical decision-making under time-sensitive and resource-constrained environment.",0, unknown, unknown, unknown, unknown
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.3389/fmed.2020.590460,Clinical Utility of a Nomogram for Predicting 30-Days Poor Outcome in Hospitalized Patients With COVID-19: Multicenter External Validation and Decision Curve Analysis.,,60, original research,233,0, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.3389/fmed.2020.597791,Prognostic Value of a Clinical Biochemistry-Based Nomogram for Coronavirus Disease 2019.,,20, original research,314, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.7883/yoken.JJID.2020.227,Risk Factor Analysis and Nomogram Construction for Non-Survivors among Critical Patients with COVID-19.,"The outbreak of the coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2, occurred in China in December 2019. This disease has caused more than 70,000 deaths worldwide. We intend to analyze the risk factors of death and establish a prognosis nomogram for critical patients with COVID-19. We analyzed the clinical data of COVID-19 patients in Zhongnan Hospital of Wuhan University who were in the critical state before March 20, 2020. Data were collected on admission and compared between survivors and non-survivors and analyzed by univariable and multivariable logistic regression analyses. Finally, 104 patients were included, 50 of whom died. Age (odds ratio, OR 5.73 [95% confidence interval, CI, 1.14-28.81]), chest tightness (OR 5.50 [95% CI, 1.02-9.64]), AST (OR 6.57 [95% CI, 1.33-32.48]), and blood urea nitrogen (5.59 [95% CI, 1.05-29.74]) at admission were considered predictors of the risk of death in critical patients and were selected to construct the nomogram. Subsequently, we established a nomogram model and validated it. The sensitivity and specificity of the nomogram were 96.0% and 74.1%, respectively. The area under the curve was 0.893 (95% CI, 0.807-0.980).",27, Retrospective study,104, Not applicable, Convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1186/s12967-020-02505-7,ANDC: an early warning score to predict mortality risk for patients with Coronavirus Disease 2019.,"BACKGROUND: Patients with severe Coronavirus Disease 2019 (COVID-19) will progress rapidly to acute respiratory failure or death. We aimed to develop a quantitative tool for early predicting mortality risk of patients with COVID-19. METHODS: 301 patients with confirmed COVID-19 admitted to Main District and Tumor Center of the Union Hospital of Huazhong University of Science and Technology (Wuhan, China) between January 1, 2020 to February 15, 2020 were enrolled in this retrospective two-centers study. Data on patient demographic characteristics, laboratory findings and clinical outcomes was analyzed. A nomogram was constructed to predict the death probability of COVID-19 patients. RESULTS: Age, neutrophil-to-lymphocyte ratio, D-dimer and C-reactive protein obtained on admission were identified as predictors of mortality for COVID-19 patients by LASSO. The nomogram demonstrated good calibration and discrimination with the area under the curve (AUC) of 0.921 and 0.975 for the derivation and validation cohort, respectively. An integrated score (named ANDC) with its corresponding death probability was derived. Using ANDC cut-off values of 59 and 101, COVID-19 patients were classified into three subgroups. The death probability of low risk group (ANDC < 59) was less than 5%, moderate risk group (59 ≤ ANDC ≤ 101) was 5% to 50%, and high risk group (ANDC > 101) was more than 50%, respectively. CONCLUSION: The prognostic nomogram exhibited good discrimination power in early identification of COVID-19 patients with high mortality risk, and ANDC score may help physicians to optimize patient stratification management.",24, retrospective,301, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1136/bmj.m3339,Risk stratification of patients admitted to hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: development and validation of the 4C Mortality Score.,"OBJECTIVE: To develop and validate a pragmatic risk score to predict mortality in patients admitted to hospital with coronavirus disease 2019 (covid-19). DESIGN: Prospective observational cohort study. SETTING: International Severe Acute Respiratory and emerging Infections Consortium (ISARIC) World Health Organization (WHO) Clinical Characterisation Protocol UK (CCP-UK) study (performed by the ISARIC Coronavirus Clinical Characterisation Consortium-ISARIC-4C) in 260 hospitals across England, Scotland, and Wales. Model training was performed on a cohort of patients recruited between 6 February and 20 May 2020, with validation conducted on a second cohort of patients recruited after model development between 21 May and 29 June 2020 MAIN OUTCOME MEASURE: In-hospital mortality. RESULTS: 35 463 patients were included in the derivation dataset (mortality rate 32.2%) and 22 361 in the validation dataset (mortality rate 30.1%). The final 4C Mortality Score included eight variables readily available at initial hospital assessment: age, sex, number of comorbidities, respiratory rate, peripheral oxygen saturation, level of consciousness, urea level, and C reactive protein (score range 0-21 points). The 4C Score showed high discrimination for mortality (derivation cohort: area under the receiver operating characteristic curve 0.79, 95% confidence interval 0.78 to 0.79; validation cohort: 0.77, 0.76 to 0.77) with excellent calibration (validation: calibration-in-the-large=0, slope=1.0). Patients with a score of at least 15 (n=4158, 19%) had a 62% mortality (positive predictive value 62%) compared with 1% mortality for those with a score of 3 or less (n=1650, 7%; negative predictive value 99%). Discriminatory performance was higher than 15 pre-existing risk stratification scores (area under the receiver operating characteristic curve range 0.61-0.76), with scores developed in other covid-19 cohorts often performing poorly (range 0.63-0.73). CONCLUSIONS: An easy-to-use risk stratification score has been developed and validated based on commonly available parameters at hospital presentation. The 4C Mortality Score outperformed existing scores, showed utility to directly inform clinical decision making, and can be used to stratify patients admitted to hospital with covid-19 into different management groups. The score should be further validated to determine its applicability in other populations. STUDY REGISTRATION: ISRCTN66726260.",49, prospective observational cohort study,57424, not applicable, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1186/s12911-020-01316-6,Comparison of deep learning with regression analysis in creating predictive models for SARS-CoV-2 outcomes.,"BACKGROUND: Accurately predicting patient outcomes in Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) could aid patient management and allocation of healthcare resources. There are a variety of methods which can be used to develop prognostic models, ranging from logistic regression and survival analysis to more complex machine learning algorithms and deep learning. Despite several models having been created for SARS-CoV-2, most of these have been found to be highly susceptible to bias. We aimed to develop and compare two separate predictive models for death during admission with SARS-CoV-2. METHOD: Between March 1 and April 24, 2020, 398 patients were identified with laboratory confirmed SARS-CoV-2 in a London teaching hospital. Data from electronic health records were extracted and used to create two predictive models using: (1) a Cox regression model and (2) an artificial neural network (ANN). Model performance profiles were assessed by validation, discrimination, and calibration. RESULTS: Both the Cox regression and ANN models achieved high accuracy (83.8%, 95% confidence interval (CI) 73.8-91.1 and 90.0%, 95% CI 81.2-95.6, respectively). The area under the receiver operator curve (AUROC) for the ANN (92.6%, 95% CI 91.1-94.1) was significantly greater than that of the Cox regression model (86.9%, 95% CI 85.7-88.2), p = 0.0136. Both models achieved acceptable calibration with Brier scores of 0.13 and 0.11 for the Cox model and ANN, respectively. CONCLUSION: We demonstrate an ANN which is non-inferior to a Cox regression model but with potential for further development such that it can learn as new data becomes available. Deep learning techniques are particularly suited to complex datasets with non-linear solutions, which make them appropriate for use in conditions with a paucity of prior knowledge. Accurate prognostic models for SARS-CoV-2 can provide benefits at the patient, departmental and organisational level.",35, observational,398, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1016/j.ijantimicag.2020.106110,Diagnostic performance of initial blood urea nitrogen combined with D-dimer levels for predicting in-hospital mortality in COVID-19 patients.,"The crude mortality rate in critical pneumonia cases with coronavirus disease 2019 (COVID-19) reaches 49%. This study aimed to test whether levels of blood urea nitrogen (BUN) in combination with D-dimer were predictors of in-hospital mortality in COVID-19 patients. The clinical characteristics of 305 COVID-19 patients were analysed and were compared between the survivor and non-survivor groups. Of the 305 patients, 85 (27.9%) died and 220 (72.1%) were discharged from hospital. Compared with discharged cases, non-survivor cases were older and their BUN and D-dimer levels were significantly higher (P < 0.0001). Least absolute shrinkage and selection operator (LASSO) and multivariable Cox regression analyses identified BUN and D-dimer levels as independent risk factors for poor prognosis. Kaplan-Meier analysis showed that elevated levels of BUN and D-dimer were associated with increased mortality (log-rank, P < 0.0001). The area under the curve for BUN combined with D-dimer was 0.94 (95% CI 0.90-0.97), with a sensitivity of 85% and specificity of 91%. Based on BUN and D-dimer levels on admission, a nomogram model was developed that showed good discrimination, with a concordance index of 0.94. Together, initial BUN and D-dimer levels were associated with mortality in COVID-19 patients. The combination of BUN ≥ 4.6 mmol/L and D-dimer ≥ 0.845 μg/mL appears to identify patients at high risk of in-hospital mortality, therefore it may prove to be a powerful risk assessment tool for severe COVID-19 patients.",26, retrospective,305, N/A, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1136/bmj.m3731,Living risk prediction algorithm (QCOVID) for risk of hospital admission and mortality from coronavirus 19 in adults: national derivation and validation cohort study.,"OBJECTIVE: To derive and validate a risk prediction algorithm to estimate hospital admission and mortality outcomes from coronavirus disease 2019 (covid-19) in adults. DESIGN: Population based cohort study. SETTING AND PARTICIPANTS: QResearch database, comprising 1205 general practices in England with linkage to covid-19 test results, Hospital Episode Statistics, and death registry data. 6.08 million adults aged 19-100 years were included in the derivation dataset and 2.17 million in the validation dataset. The derivation and first validation cohort period was 24 January 2020 to 30 April 2020. The second temporal validation cohort covered the period 1 May 2020 to 30 June 2020. MAIN OUTCOME MEASURES: The primary outcome was time to death from covid-19, defined as death due to confirmed or suspected covid-19 as per the death certification or death occurring in a person with confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in the period 24 January to 30 April 2020. The secondary outcome was time to hospital admission with confirmed SARS-CoV-2 infection. Models were fitted in the derivation cohort to derive risk equations using a range of predictor variables. Performance, including measures of discrimination and calibration, was evaluated in each validation time period. RESULTS: 4384 deaths from covid-19 occurred in the derivation cohort during follow-up and 1722 in the first validation cohort period and 621 in the second validation cohort period. The final risk algorithms included age, ethnicity, deprivation, body mass index, and a range of comorbidities. The algorithm had good calibration in the first validation cohort. For deaths from covid-19 in men, it explained 73.1% (95% confidence interval 71.9% to 74.3%) of the variation in time to death (R CONCLUSION: The QCOVID population based risk algorithm performed well, showing very high levels of discrimination for deaths and hospital admissions due to covid-19. The absolute risks presented, however, will change over time in line with the prevailing SARS-C0V-2 infection rate and the extent of social distancing measures in place, so they should be interpreted with caution. The model can be recalibrated for different time periods, however, and has the potential to be dynamically updated as the pandemic evolves.",35, cohort,6083102, N/A, randomized
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1038/s41467-020-18684-2,Machine learning based early warning system enables accurate mortality risk prediction for COVID-19.,"Soaring cases of coronavirus disease (COVID-19) are pummeling the global health system. Overwhelmed health facilities have endeavored to mitigate the pandemic, but mortality of COVID-19 continues to increase. Here, we present a mortality risk prediction model for COVID-19 (MRPMC) that uses patients' clinical data on admission to stratify patients by mortality risk, which enables prediction of physiological deterioration and death up to 20 days in advance. This ensemble model is built using four machine learning methods including Logistic Regression, Support Vector Machine, Gradient Boosted Decision Tree, and Neural Network. We validate MRPMC in an internal validation cohort and two external validation cohorts, where it achieves an AUC of 0.9621 (95% CI: 0.9464-0.9778), 0.9760 (0.9613-0.9906), and 0.9246 (0.8763-0.9729), respectively. This model enables expeditious and accurate mortality risk stratification of patients with COVID-19, and potentially facilitates more responsive health systems that are conducive to high risk COVID-19 patients.",39, retrospective cohort study,2160, none, stratified sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.3389/fpubh.2020.00475,Characteristic of 523 COVID-19 in Henan Province and a Death Prediction Model.,"Certain high-risk factors related to the death of COVID-19 have been reported, however, there were few studies on a death prediction model. This study was conducted to delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) of different degree and establish a death prediction model. In this multi-centered, retrospective, observational study, we enrolled 523 COVID-19 cases discharged before February 20, 2020 in Henan Province, China, compared clinical data, screened for high-risk fatal factors, built a death prediction model and validated the model in 429 mild cases, six fatal cases discharged after February 16, 2020 from Henan and 14 cases from Wuhan. Out of the 523 cases, 429 were mild, 78 severe survivors, 16 non-survivors. The non-survivors with median age 71 were older and had more comorbidities than the mild and severe survivors. Non-survivors had a relatively delay in hospitalization, with higher white blood cell count, neutrophil percentage, D-dimer, LDH, BNP, and PCT levels and lower proportion of eosinophils, lymphocytes and albumin. Discriminative models were constructed by using random forest with 16 non-survivors and 78 severe survivors. Age was the leading risk factors for poor prognosis, with AUC of 0.907 (95% CI 0.831-0.983). Mixed model constructed with combination of age, demographics, symptoms, and laboratory findings at admission had better performance (",25, observational,523, not applicable, convenience sampling
"Predicting mortality in severe COVID-19, clinical prediction rules for mortality from SARS-CoV-2 infection",good,10.1017/S0950268820001727,Development and validation of prognosis model of mortality risk in patients with COVID-19.,"This study aimed to identify clinical features for prognosing mortality risk using machine-learning methods in patients with coronavirus disease 2019 (COVID-19). A retrospective study of the inpatients with COVID-19 admitted from 15 January to 15 March 2020 in Wuhan is reported. The data of symptoms, comorbidity, demographic, vital sign, CT scans results and laboratory test results on admission were collected. Machine-learning methods (Random Forest and XGboost) were used to rank clinical features for mortality risk. Multivariate logistic regression models were applied to identify clinical features with statistical significance. The predictors of mortality were lactate dehydrogenase (LDH), C-reactive protein (CRP) and age based on 500 bootstrapped samples. A multivariate logistic regression model was formed to predict mortality 292 in-sample patients with area under the receiver operating characteristics (AUROC) of 0.9521, which was better than CURB-65 (AUROC of 0.8501) and the machine-learning-based model (AUROC of 0.4530). An out-sample data set of 13 patients was further tested to show our model (AUROC of 0.6061) was also better than CURB-65 (AUROC of 0.4608) and the machine-learning-based model (AUROC of 0.2292). LDH, CRP and age can be used to identify severe patients with COVID-19 on hospital admission.",32, observational,305, N/A, convenience sampling
