Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Corticosteroid use in COVID-19 patients,bad,10.1503/cmaj.201348,SARS-CoV-2-related chilblains.,No abstract found,4, case report,1, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1038/s41598-020-78054-2,A systematic review of corticosteroid treatment for noncritically ill patients with COVID-19.,"The World Health Organization (WHO) has published guidance recommending systemic corticosteroids for the treatment of patients with severe or critical COVID-19 and no corticosteroids for those with nonsevere COVID-19. Although their recommendations for critical cases were based on the results from seven randomized controlled trials (RCTs), those for noncritical cases were based on the results from only one RCT, the Randomized Evaluation of COVID-19 Therapy (RECOVERY) trial. In search of additional evidence of corticosteroids' effect on COVID-19, we systematically reviewed controlled observational studies, besides RCTs, that assessed the impact of corticosteroid treatment on any type of mortality and/or other outcomes in noncritical patients. Of the 4037 titles and abstracts screened, we ultimately included the RECOVERY trial and five controlled observational studies using propensity score matching, (accessed on September 8, 2020). Two of the controlled observational studies assessed the association between corticosteroid treatment and in-hospital mortality, without finding statistical significance. Four of the controlled observational studies assessed corticosteroids' effect on other outcomes, demonstrating that they were associated with reduced risk of intubation in patients requiring oxygen and with longer hospitalization and viral shedding in mild or moderate cases. These results support the WHO recommendations not to use corticosteroids for nonsevere COVID-19.",24, systematic review,4037,135, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1007/s40265-020-01424-7,Pharmacotherapy for Hospitalized Patients with COVID-19: Treatment Patterns by Disease Severity.,"BACKGROUND: Treatment decisions for Coronavirus Disease 2019 (COVID-19) depend on disease severity, but the prescribing pattern by severity and drivers of therapeutic choices remain unclear. OBJECTIVES: The objectives of the study were to evaluate pharmacological treatment patterns by COVID-19 severity and identify the determinants of prescribing for COVID-19. METHODS: Using electronic health record data from a large Massachusetts-based healthcare system, we identified all patients aged ≥ 18 years hospitalized with laboratory-confirmed COVID-19 from 1 March to 24 May, 2020. We defined five levels of COVID-19 severity at hospital admission: (1) hospitalized but not requiring supplemental oxygen; (2-4) hospitalized and requiring oxygen ≤ 2, 3-4, and ≥ 5 L per minute, respectively; and (5) intubated or admitted to an intensive care unit. We assessed the medications used to treat COVID-19 or as supportive care during hospitalization. RESULTS: Among 2821 patients hospitalized for COVID-19, we found inpatient mortality increased by severity from 5% for level 1 to 23% for level 5. As compared to patients with severity level 1, those with severity level 5 were 3.53 times (95% confidence interval 2.73-4.57) more likely to receive a medication used to treat COVID-19. Other predictors of treatment were fever, low oxygen saturation, presence of co-morbidities, and elevated inflammatory biomarkers. The use of most COVID-19 relevant medications has dropped substantially while the use of remdesivir and therapeutic anticoagulants has increased over the study period. CONCLUSIONS: Careful consideration of disease severity and other determinants of COVID-19 drug use is necessary for appropriate conduct and interpretation of non-randomized studies evaluating outcomes of COVID-19 treatments.",64, observational,2821, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.anl.2020.05.020,The diagnostic value of detecting sudden smell loss among asymptomatic COVID-19 patients in early stage: The possible early sign of COVID-19.,"IMPORTANCE: The newly emerged coronavirus disease 19 (COVID-19), is threatening the world. Olfactory or gustatory dysfunction is reported as one of the symptoms worldwide. As reported so far, different clinical features have been reported according to outbreak sites and gender; most of the patients, who complained of anosmia or hyposmia, were Europeans. We had a fast review for novel articles about COVID-19 infection and olfactory function. OBSERVATIONS: Rapid reviews for COVID-19 or other viral infection and olfactory and/or gustatory dysfunctions were done in this review. Up to date, a lot of reports have shown that olfactory dysfunction is related to viral infections but no exact mechanism, clinical course, and definite treatment have been discovered, which is also same in COVID-19. In general, intranasal steroid (INS) and oral steroid for short time help improve the recovery of the olfactory function in case of olfactory dysfunction after virus infection. Considering severe respiratory complications and immunocompromised state of COVID-19, the use of steroid should be limited and cautious because we do not have enough data to support the usage of steroid to treat olfactory dysfunction in the clinical course of COVID-19. CONCLUSIONS AND RELEVANCE: In the days of pandemic COVID-19, we should keep in mind that olfactory dysfunctions, even without other upper respiratory infection or otolaryngologic symptoms, might be the early signs of COVID-19.",47, observational,85, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.ijid.2020.10.018,Low mortality of hospitalised patients with COVID-19 in a tertiary Danish hospital setting.,"OBJECTIVES: We aimed to describe clinical characteristics and outcomes of admitted COVID-19 patients in a Danish hospital setting where an early active government intervention was taken. METHODS: Prospective cohort study including all admitted patients to the COVID-19 unit at Odense University Hospital from March 10 to April 21, 2020. Patients were assessed by a multidisciplinary team at admission. Outcome parameters were development of acute respiratory distress syndrome (ARDS), intensive care unit (ICU) admission, death and admission time. RESULTS: We included 83 patients (median age 62 years, 62.7% male). At hospitalization, 31.3% needed oxygen supplementation and the median National Early Warning Score was four. Median admission time was 7 days (Interquartile ranges (IQR) 3-12). In total, ARDS was diagnosed in 33.7% (28/83) of the patients corresponding to an incidence rate of 7.1 per 100 person days (95% CI: 4.1-10.2). Overall 13 patients (15.7%) were transferred to the ICU of whom 11 (84.6%) received corticosteroids.. No patients died while admitted to the ICU. Four patients (4.8%) died during admission. CONCLUSION: Despite similar patient characteristics compared to those reported by others, we found a low overall mortality of < 5%.",66, prospective cohort study,83, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s12890-020-01343-z,Broncho-alveolar inflammation in COVID-19 patients: a correlation with clinical outcome.,"BACKGROUND: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) rapidly reached pandemic proportions. Given that the main target of SARS-CoV-2 are lungs leading to severe pneumonia with hyperactivation of the inflammatory cascade, we conducted a prospective study to assess alveolar inflammatory status in patients with moderate to severe COVID-19. METHODS: Diagnostic bronchoalveolar lavage (BAL) was performed in 33 adult patients with SARS-CoV-2 infection by real-time PCR on nasopharyngeal swab admitted to the Intensive care unit (ICU) (n = 28) and to the Intermediate Medicine Ward (IMW) (n = 5). We analyze the differential cell count, ultrastructure of cells and Interleukin (IL)6, 8 and 10 levels. RESULTS: ICU patients showed a marked increase in neutrophils (1.24 × 10 CONCLUSIONS: Alveolitis, associated with COVID-19, is mainly sustained by innate effectors which showed features of extensive activation. The burden of pro-inflammatory cytokines IL6 and IL8 in the broncho-alveolar environment is associated with clinical outcome.",20, observational,33,5, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.clim.2020.108393,The use of anti-inflammatory drugs in the treatment of people with severe coronavirus disease 2019 (COVID-19): The Perspectives of clinical immunologists from China.,"The pandemic outbreak of coronavirus disease 2019 (COVID-19) is rapidly spreading all over the world. Reports from China showed that about 20% of patients developed severe disease, resulting in a fatality of 4%. In the past two months, we clinical immunologists participated in multi-rounds of MDT (multidiscipline team) discussion on the anti-inflammation management of critical COVID-19 patients, with our colleagues dispatched from Chinese leading PUMC Hospital to Wuhan to admit and treat the most severe patients. Here, from the perspective of clinical immunologists, we will discuss the clinical and immunological characteristics of severe patients, and summarize the current evidence and share our experience in anti-inflammation treatment, including glucocorticoids, IL-6 antagonist, JAK inhibitors and choloroquine/hydrocholoroquine, of patients with severe COVID-19 that may have an impaired immune system.",39, Observational, Not specified, Not specified, Not specified
Corticosteroid use in COVID-19 patients,bad,10.1016/j.ijid.2020.07.081,Early identification of COVID-19 cytokine storm and treatment with anakinra or tocilizumab.,"OBJECTIVE: To examine outcomes among patients who were treated with the targeted anti-cytokine agents, anakinra or tocilizumab, for COVID-19 -related cytokine storm (COVID19-CS). METHODS: We conducted a retrospective cohort study of all SARS-coV2-RNA-positive patients treated with tocilizumab or anakinra in Kaiser Permanente Southern California. Local experts developed and implemented criteria to define COVID19-CS. All variables were extracted from electronic health records. RESULTS: At tocilizumab initiation (n = 52), 50 (96.2%) were intubated, and only seven (13.5%) received concomitant corticosteroids. At anakinra initiation (n = 41), 23 (56.1%) were intubated, and all received concomitant corticosteroids. Fewer anakinra-treated patients died (n = 9, 22%) and more were extubated/never intubated (n = 26, 63.4%) compared to tocilizumab-treated patients (n = 24, 46.2% dead, n = 22, 42.3% extubated/never intubated). Patients who died had more severe sepsis and respiratory failure and met COVID-CS laboratory criteria longer (median = 3 days) compared to those extubated/never intubated (median = 1 day). After accounting for differences in disease severity at treatment initiation, this apparent superiority of anakinra over tocilizumab was no longer statistically significant (propensity score-adjusted hazards ratio 0.46, 95% confidence interval 0.18-1.20). CONCLUSIONS: Prompt identification and treatment of COVID19-CS before intubation may be more important than the specific type of anti-inflammatory treatment. Randomized controlled trials of targeted anti-cytokine treatments and corticosteroids should report the duration of cytokine storm in addition to clinical severity at randomization.",41, retrospective cohort study,93, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.jcrc.2020.11.012,COVID-19 and non-COVID ARDS patients demonstrate a distinct response to low dose steroids- A retrospective observational study.,Patients with COVID-19 ARDS have distinct physiological and immunological phenotypes compared to patients with non-COVID ARDS. Patients with COVID-19 ARDS (n = 32) had a significant improvement in PaO,10, retrospective case-control study,32,16, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.dsx.2020.04.045,SARS-CoV-2 infection and glucose homeostasis in pregnancy. What about antenatal corticosteroids?,"BACKGROUND AND AIMS: Administration of corticosteroids is common in obstetric practice. In this concise review we queried on the effects of corticosteroids in pregnancies complicated by SARS-CoV-2. METHODS: We performed a literature search on PubMed, regarding the use of corticosteroids in patients with SARS-CoV-2 infection, in pregnancies complicated by SARS-CoV-2, as well as their impact on glycemia in pregnant women with or without diabetes. Furthermore, we searched for effects of SARS-CoV-2 and of other coronaviridae on insulin secretion and glycemia. RESULTS: SARS-CoV-2 infection appears to be a risk factor for complications in pregnancy. Corticosteroids may not be recommended for treating SARS-CoV-2 pneumonia but they may be needed for at-risk pregnancies. Corticosteroids in pregnancy have a diabetogenic potential. SARS-CoV-2 and other coronaviridae may have effects on glycemia. CONCLUSIONS: Caution should be exercised while using corticosteroids in pregnant women with COVID-19 requiring preterm delivery.",18, literature review, not specified, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.18632/aging.202172,Estimating the release of inflammatory factors and use of glucocorticoid therapy for COVID-19 patients with comorbidities.,"COVID-19 exhibits both variability and rapid progression, particularly in patients with comorbidities such as diabetes, hypertension or cancer. To determine how these underlying disorders exacerbate pneumonia in COVID-19, we evaluated 79 patients with severe COVID-19 and grouped them according to whether or not they had comorbidities. Clinical information, laboratory examinations, immunological function, and treatment outcomes were retrospectively analyzed. Our study revealed that severe COVID-19 patients with comorbidities had higher levels of inflammatory indices, including blood interferon-γ, interleukin (IL)-6 and c-reactive protein levels as well as the erythrocyte sedimentation rate. These were accompanied by lymphopenia, hypokalemia, hypoalbuminemia, a decrease in either CD4+ T cells or lymphocyte count, and coagulation disorders, which were closely related to poor prognosis. Patients with comorbidities also had longer disease remission times (27 ± 6.7 days) than those without comorbidities (20 ± 6.5 days). Cox multivariate analysis indicated that glucocorticoid therapy and IL-6 were independent prognostic factors. Our findings suggest that coexisting comorbidities aggravate COVID-19 through the excessive release of inflammatory factors and that glucocorticoid therapy may be beneficial.",22, observational,79,0, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.9778/cmajo.20200159,"Outcomes and clinical practice in patients with COVID-19 admitted to the intensive care unit in Montréal, Canada: a descriptive analysis.","BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic is responsible for millions of infections worldwide, and a substantial number of these patients will be admitted to the intensive care unit (ICU). Our objective was to describe the characteristics, outcomes and management of critically ill patients with COVID-19 pneumonia at a single designated pandemic centre in Montréal, Canada. METHODS: A descriptive analysis was performed on consecutive critically ill patients with COVID-19 pneumonia admitted to the ICU at the Jewish General Hospital, a designated pandemic centre in Montréal, between Mar. 5 and May 21, 2020. Complete follow-up data corresponding to death or discharge from hospital health records were included to Aug. 4, 2020. We summarized baseline characteristics, management and outcomes, including mortality. RESULTS: A total of 106 patients were included in this study. Twenty-one patients (19.8%) died during their hospital stay, and the ICU mortality was 17.0% (18/106); all patients were discharged home or died, except for 4 patients (2 awaiting a rehabilitation bed and 2 awaiting long-term care). Twelve of 65 patients (18.5%) requiring mechanical ventilation died. Prone positioning was used in 29 patients (27.4%), including in 10 patients who were spontaneously breathing; no patient was placed on extracorporeal membrane oxygenation. High-flow nasal cannula was used in 51 patients (48.1%). Acute kidney injury was the most common complication, seen in 20 patients (18.9%), and 12 patients (11.3%) required renal replacement therapy. A total of 53 patients (50.0%) received corticosteroids. INTERPRETATION: Our cohort of critically ill patients with COVID-19 had lower mortality than that previously described in other jurisdictions. These findings may help guide critical care decision-making in similar health care systems in further COVID-19 surges.",37, observational,106, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.7150/ijbs.47652,Glucocorticoids improve severe or critical COVID-19 by activating ACE2 and reducing IL-6 levels.,"COVID-19 is a public health emergency that has rapidly spread to over 200 countries and regions, and no effective treatment has been established to date. Severe and critical cases have been associated with higher mortality due to acute respiratory distress syndrome (ARDS) and cytokine storm. Based on the novelty and recent emergence of COVID-19, no effective treatment regimen has been identified, thus prompting clinicians to engage in drug repurposing to address the immediate therapeutic need. This study focused on the molecular target angiotensin-converting enzyme 2 (ACE2) of SARS-CoV-2 and screened a group of ACE2 agonists by bioinformatics. Glucocorticoids are a type of ACE2 activator. We verified the efficacy of nine chemicals on regulating ACE2 expression in human GES-1, an upper digestive tract epithelial cell line, and THP-1, a human monocyte cell line, and found that several glucocorticoids imparted activating effects on ACE2 in both cell lines. The drugs triciribine and kinetin riboside activate ACE2 expression or inhibit IL-6 production in macrophages to some extent. In addition, we compared the efficacies of several glucocorticoids. Hydrocortisone showed the strongest effect on ACE2 activation, followed by prednisolone, dexamethasone, and methylprednisolone. We retrospectively analyzed the therapeutic efficacy of nine severe or critical patients from a cohort of 90 COVID-19 cases, who received medium to small doses of glucocorticoids from our integrated medical team in Wuhan. Seven out of nine patients revealed significant improvement in clinical parameters and chest CT images. This study provides experimental and clinical evidence that medium-to-low-dose glucocorticoids may play a protective role in the respiratory and digestive systems by activating ACE2 and suppressing cytokine storm.",30, observational,90, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1007/s10096-020-04085-2,Delayed hospital admission and high-dose corticosteroids potentially prolong SARS-CoV-2 RNA detection duration of patients with COVID-19.,"Coronavirus disease 2019 (COVID-19) with the infection of SARS-CoV-2 has become a serious pandemic worldwide. However, only few studies focused on risk factors of prolonged SARS-CoV-2 RNA detection among patients with COVID-19. We included 206 adult patients with laboratory-confirmed COVID-19 from two hospitals between 23 Jan and 1 April 2020. Least absolute shrinkage and selection operator (LASSO) analysis was used to screen out independent risk factors of SARS-CoV-2 RNA detection. By multivariate binomial logistic regression analysis and Cox regression analysis, we further determined the associations between SARS-CoV-2 RNA detection and potential risk factors. All patients had two negative SARS-CoV-2 tests with 33 days of median duration of SARS-CoV-2 RNA detection (interquartile range: 25.2-39 days). LASSO and binomial logistic regression analyses suggested that delayed hospital admission (adjusted OR = 3.70, 95% CI: 1.82-7.50), hypokalemia, and subpleural lesion (adjusted OR = 4.32, 95% CI: 1.10-16.97) were associated with prolonged SARS-CoV-2 RNA detection. By LASSO and multivariate Cox regression analyses, we observed that delayed hospital admission, subpleural lesion, and high-dose corticosteroid use were independent risk factors of prolonged SARS-CoV-2 RNA detection. Early hospital admission shortened 5.73 days of mean duration of SARS-CoV-2 RNA detection than delayed hospital admission after adjusting confounding factors. Our study demonstrated that delayed hospital admission and subpleural lesion were associated with prolonged SARS-CoV-2 RNA detection among patients with COVID-19. The use of high-dose corticosteroids should be interpreted with extreme caution in treating COVID-19.",26, observational,206, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s13063-020-04641-3,Corticosteroid therapy for critically ill patients with COVID-19: A structured summary of a study protocol for a prospective meta-analysis of randomized trials.,"OBJECTIVES: Primary objective: To estimate the effect of corticosteroids compared with usual care or placebo on mortality up to 28 days after randomization. Secondary objectives: To examine whether the effect of corticosteroids compared with usual care or placebo on mortality up to 28 days after randomization varies between subgroups related to treatment characteristics, disease severity at the time of randomization, patient characteristics, or risk of bias. To examine the effect of corticosteroids compared with usual care or placebo on serious adverse events. STUDY DESIGN: Prospective meta-analysis of randomized controlled trials. Both placebo-controlled and open-label trials are eligible. PARTICIPANTS: Hospitalised, critically ill patients with suspected or confirmed COVID-19. INTERVENTION AND COMPARATOR: Intervention groups will have received therapeutic doses of a steroid (dexamethasone, hydrocortisone or methylprednisolone) with IV or oral administration immediately after randomization. The comparator groups will have received standard of care or usual care or placebo. MAIN OUTCOME: All-cause mortality up to 28 days after randomization. SEARCH METHODS: Systematic searching of clinicaltrials.gov , EudraCT, the WHO ISRCTN registry, and the Chinese clinical trials registry. Additionally, research and WHO networks will be asked for relevant trials. RISK OF BIAS ASSESSMENTS: These will be based on the Cochrane RoB 2 tool, and will use structured information provided by the trial investigators on a form designed for this prospective meta-analysis. We will use GRADE to assess the certainty of the evidence. STATISTICAL ANALYSES: Trial investigators will provide data on the numbers of participants who did and did not experience each outcome according to intervention group, overall and in specified subgroups. We will conduct fixed-effect (primary analysis) and random-effects (Paule-Mandel estimate of heterogeneity and Hartung-Knapp adjustment) meta-analyses. We will quantify inconsistency in effects between trials using I PROSPERO REGISTRATION NUMBER: CRD42020197242 FULL PROTOCOL: The full protocol for this prospective meta-analysis is attached as an additional file, accessible from the Trials website (Additional file 1). To expedite dissemination of this material, the familiar formatting has been eliminated; this Letter serves as a summary of the key elements of the full protocol for the systematic review.",0, Prospective meta-analysis of randomized controlled trials, Not specified, Not specified, Randomized
Corticosteroid use in COVID-19 patients,bad,10.1007/s10067-020-05234-w,A complex COVID-19 case with rheumatoid arthritis treated with tocilizumab.,"Recurrences of COVID-19 were observed in a patient with long-term usage of hydroxychloroquine, leflunomide, and glucocorticoids due to her 30-year history of rheumatoid arthritis (RA). Tocilizumab was applied and intended to target both COVID-19 and RA. However, disease of this patient aggravated after usage of tocilizumab. After the discussion of a multiple disciplinary team (MDT) including rheumatologists, antimicrobial treatments were applied to target the potential opportunistic infections (Pneumocystis jirovecii and Aspergillus fumigatus), which were authenticated several days later via high throughput sequencing. As an important cytokine in immune responses, IL-6 can be a double-edged sword: interference in the IL-6-IL-6 receptor signaling may save patients from cytokine release storm (CRS), but can also weaken the anti-infectious immunity, particularly in rheumatic patients, who may have received a long-term treatment with immunosuppressive/modulatory agents. Thus, we suggest careful considerations before and close monitoring in the administration of tocilizumab in rheumatic patients with COVID-19. Besides tocilizumab, several disease-modifying antirheumatic drugs (DMARDs) can also be applied in the treatment of COVID-19. Therefore, we also reviewed and discussed the application of these DMARDs in COVID-19 condition.",24, Case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1136/bmjopen-2020-042398,"Characteristics, complications and outcomes among 1549 patients hospitalised with COVID-19 in a secondary hospital in Madrid, Spain: a retrospective case series study.","OBJECTIVES: To describe demographic, clinical, radiological and laboratory characteristics, as well as outcomes, of patients admitted for COVID-19 in a secondary hospital. DESIGN AND SETTING: Retrospective case series of sequentially hospitalised patients with confirmed SARS-CoV-2, at Infanta Leonor University Hospital (ILUH) in Madrid, Spain. PARTICIPANTS: All patients attended at ILUH testing positive to reverse transcriptase-PCR on nasopharyngeal swabs and diagnosed with COVID-19 between 1 March 2020 and 28 May 2020. RESULTS: A total of 1549 COVID-19 cases were included (median age 69 years (IQR 55.0-81.0), 57.5% men). 78.2% had at least one underlying comorbidity, the most frequent was hypertension (55.8%). Most frequent symptoms at presentation were fever (75.3%), cough (65.7%) and dyspnoea (58.1%). 81 (5.8%) patients were admitted to the intensive care unit (ICU) (median age 62 years (IQR 51-71); 74.1% men; median length of stay 9 days (IQR 5-19)) 82.7% of them needed invasive ventilation support. 1393 patients had an outcome at the end of the study period (case fatality ratio: 21.2% (296/1393)). The independent factors associated with fatality (OR; 95% CI): age (1.07; 1.06 to 1.09), male sex (2.86; 1.85 to 4.50), neurological disease (1.93; 1.19 to 3.13), chronic kidney disease (2.83; 1.40 to 5.71) and neoplasia (4.29; 2.40 to 7.67). The percentage of hospital beds occupied with COVID-19 almost doubled (702/361), with the number of patients in ICU quadrupling its capacity (32/8). Median length of stay was 9 days (IQR 6-14). CONCLUSIONS: This study provides clinical characteristics, complications and outcomes of patients with COVID-19 admitted to a European secondary hospital. Fatal outcomes were similar to those reported by hospitals with a higher level of complexity.",25, retrospective observational study,1549, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.3389/fimmu.2020.01648,"Cytokine Storm in COVID-19-Immunopathological Mechanisms, Clinical Considerations, and Therapeutic Approaches: The REPROGRAM Consortium Position Paper.","Cytokine storm is an acute hyperinflammatory response that may be responsible for critical illness in many conditions including viral infections, cancer, sepsis, and multi-organ failure. The phenomenon has been implicated in critically ill patients infected with SARS-CoV-2, the novel coronavirus implicated in COVID-19. Critically ill COVID-19 patients experiencing cytokine storm are believed to have a worse prognosis and increased fatality rate. In SARS-CoV-2 infected patients, cytokine storm appears important to the pathogenesis of several severe manifestations of COVID-19: acute respiratory distress syndrome, thromboembolic diseases such as acute ischemic strokes caused by large vessel occlusion and myocardial infarction, encephalitis, acute kidney injury, and vasculitis (Kawasaki-like syndrome in children and renal vasculitis in adult). Understanding the pathogenesis of cytokine storm will help unravel not only risk factors for the condition but also therapeutic strategies to modulate the immune response and deliver improved outcomes in COVID-19 patients at high risk for severe disease. In this article, we present an overview of the cytokine storm and its implications in COVID-19 settings and identify potential pathways or biomarkers that could be targeted for therapy. Leveraging expert opinion, emerging evidence, and a case-based approach, this position paper provides critical insights on cytokine storm from both a prognostic and therapeutic standpoint.",124, Hypothesis and Theory, N/A, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1038/s41432-020-0105-7,A COVID-19 pandemic guideline in evidence-based medicine.,"Data sources This review article scrutinised 16 clinical studies (clinical trials and observational studies) concerning coronavirus disease of 2019 (COVID-19). Additionally, 18 guidelines about the COVID-19 were reviewed and the key points were represented in this study.Study selection The review included human trials, in-vitro studies, review articles, and credible news reports about severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and COVID-19 complications, treatment guidelines, management strategies, and epidemiological features. There were no exclusion criteria reported in this review and the included information was in English and Chinese languages.Data extraction and synthesis A descriptive review of the literature was conducted, taking a comprehensive approach. The paper consisted of three main parts: introduction, presentation, and management. The introduction part presented basic information about the SARS-CoV-2, its evolution and transmission, and the course of disease. The presentation section introduced the signs and symptoms, diagnosis, high risk groups, and complications of COVID-19. Eventually, some evidence was presented about the prevention, medical management, and measuring responses to the treatments in the management section.Results Based on the results of this study, non-pharmaceutical interventions, including strict social isolation and distancing measures, might reduce the spread of the SARS-CoV-2 by nearly 99.3 percent (reproduction number mitigating from 406 to 2.5 in 30 days). In the supportive management section, monitoring vital signs and neonatal feeding were stated as the most important factors to consider. For symptomatic neonates, medical management and intervention were mentioned as essential. It was claimed that for adults with mild infection, the best option would be home quarantine with further medical monitoring or hospitalisation if required. The following sequence was also suggested as early supportive therapy and monitoring: intravenous fluid administration, oxygen therapy, and application of corticosteroids. Management of critical patients with critical COVID-19 included admission to intensive care unit, use of continuous positive airway pressure and bi-level positive airway pressure in certain circumstances, endotracheal intubation, invasive mechanical ventilation, extracorporeal membrane oxygenation, and fluid resuscitation and vasopressors. Additionally, this study suggested oseltamivir, iopinavir, remdesivir, chloroquine, baricitinib, ruxolitinib, and fedratinib as possible drugs to help manage COVID-19. A soaring c-reactive protein level and decreased albumin content in the blood were reported to be associated with a deteriorating status in COVID-19 patients. To keep the number of exposures to a minimum, two separate viral clearance tests taken at least 24 hours apart, were stated as necessary laboratory results before the discharge of patients with COVID-19.Conclusions The study warns about possible exponential spread of COVID-19 and proposes to adhering to tighter restrictions of social distancing. Besides the clinical guidelines presented within the study, it also encourages further up-to-date and evidence-based management guidelines for patients with COVID-19.",4, clinical trials and observational studies,16, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1136/ejhpharm-2020-002476,"Prescription profile in patients with SARS-CoV-2 infection hospitalised in Aragon, Spain.","INTRODUCTION: On 14 March 2020, a state of alarm was declared in Spain because of the pandemic of coronavirus disease (COVID-19). After 12 weeks from the beginning of the pandemic, the number of confirmed cases stoods at 5781 in Aragon: 46% hospitalised, 5% admitted to intensive care unit, and 15% died. The absence of controlled trials in SARS-CoV-2 infection and the fast progression of the disease has promoted the use of treatments with unproven potential benefit. The objective of this study is to define the prescription profile in patients with SARS-CoV-2 infection hospitalised in Aragon, Spain during the pandemic and its adaptation to the official recommendations. PATIENTS AND METHODS: Descriptive retrospective study of the consumption and inpatient dispensation of drugs in a sample of COVID-19 infected inpatients (with positive PCR test result) admitted to hospitals of Aragon, between 1 March and 8 May 2020. Data were collected by an inpatient dispensation software program. RESULTS: 1482 positive COVID-19 patients were analysed: 54.9% male, median age 75 years (IQR 62-85); 12% were admitted to the intensive care unit. Median prescription: 13 active ingredients per patient (IQR 9-19). 73% (1093 patients) received hydroxychloroquine, lopinavir/ritonavir, or azithromycin, 81% as combination therapy. 4.3% (52) received other antivirals. 46% received corticosteroids (84% methylprednisolone, 8.7% dexamethasone) and 2.2% tocilizumab. DISCUSSION: At the time of the study period there was not enough quality evidence to issue a recommendation on any treatment. There are several clinical trials ongoing to clarify what is the best treatment for patient with SARS-CoV-2 infection.",10, observational,1482, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1053/j.jvca.2020.11.057,Corticosteroids for Patients With Coronavirus Disease 2019 (COVID-19) With Different Disease Severity: A Meta-Analysis of Randomized Clinical Trials.,"OBJECTIVES: Efficacy and safety of corticosteroids in patients with 2019-nCoV (novel coronavirus 2019) infection still are debated. Because large randomized clinical trials (RCTs) and a well-conducted meta-analysis on the use of corticosteroids, focused on patients with coronavirus disease (COVID-19) in intensive care units, recently were published, a meta-analysis of RCTs on corticosteroids therapy in patients with different disease severity was performed to evaluate the effect on survival. DESIGN: A meta-analyses of RCTs was performed. SETTING: Patients admitted to hospital. PARTICIPANTS: Patients with coronavirus disease. INTERVENTIONS: Administration of corticosteroids. MEASUREMENTS AND MAIN RESULTS: A search was performed for RCTs of adult patients with acute hypoxemic failure related to 2019-nCoV infection who received corticosteroids versus any comparator. The primary endpoint was mortality rate. Five RCTs involving 7,692 patients were included. Overall mortality of patients treated with corticosteroids was slightly but significantly lower than mortality of controls (26% v 28%, relative risk {RR} = 0.89 [95% confidence interval {CI} 0.82-0.96], p = 0.003). The same beneficial effect was found in the subgroup of patients requiring mechanical ventilation (RR = 0.85 [95% CI 0.72-1.00], p = 0.05 number needed to treat {NNT} = 19). Remarkably, corticosteroids increased mortality in the subgroup of patients not requiring oxygen (17% v 13%, RR = 1.23 [95% CI 1.00-1.62], p = 0.05 number needed to harm {NNH} = 29). Tests for comparison between mechanically ventilated subgroups and those not requiring oxygen confirmed that treatment with corticosteroids had a statistically significant different effect on survival. Patients treated with corticosteroids had a significantly lower risk of need for mechanical ventilation. CONCLUSIONS: Corticosteroids may be considered in severe critically ill patients with COVID-19 but must be discouraged in patients not requiring oxygen therapy. Urgently, further trials are warranted before implementing this treatment worldwide.",28, meta-analysis of RCTs,7692,4837, randomized
