Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Venous thromboembolism in COVID-19,good,10.1186/s13054-020-03154-4,Atorvastatin associated with decreased hazard for death in COVID-19 patients admitted to an ICU: a retrospective cohort study.,No abstract found,6, observational cohort, 87, not applicable, convenience sampling
Venous thromboembolism in COVID-19,good,10.1016/j.cmet.2020.06.015,In-Hospital Use of Statins Is Associated with a Reduced Risk of Mortality among Individuals with COVID-19.,"Statins are lipid-lowering therapeutics with favorable anti-inflammatory profiles and have been proposed as an adjunct therapy for COVID-19. However, statins may increase the risk of SARS-CoV-2 viral entry by inducing ACE2 expression. Here, we performed a retrospective study on 13,981 patients with COVID-19 in Hubei Province, China, among which 1,219 received statins. Based on a mixed-effect Cox model after propensity score-matching, we found that the risk for 28-day all-cause mortality was 5.2% and 9.4% in the matched statin and non-statin groups, respectively, with an adjusted hazard ratio of 0.58. The statin use-associated lower risk of mortality was also observed in the Cox time-varying model and marginal structural model analysis. These results give support for the completion of ongoing prospective studies and randomized controlled trials involving statin treatment for COVID-19, which are needed to further validate the utility of this class of drugs to combat the mortality of this pandemic.",66, observational, 13981, 12762, convenience sampling
Venous thromboembolism in COVID-19,good,10.1016/j.jacl.2020.12.008,Impact of prior statin use on clinical outcomes in COVID-19 patients: data from tertiary referral hospitals during COVID-19 pandemic in Italy.,"BACKGROUND: Epidemiological evidence suggests that anti-inflammatory and immunomodulatory properties of statins may reduce the risk of infections and infection-related complications. OBJECTIVE: We aimed to assess the impact of prior statin use on coronavirus disease (COVID-19) severity and mortality. METHODS: In this observational multicenter study, consecutive patients hospitalized for COVID-19 were enrolled. In-hospital mortality and severity of COVID-19 assessed with National Early Warning Score (NEWS) were deemed primary and secondary outcomes, respectively. Propensity score (PS) matching was used to obtain balanced cohorts. RESULTS: Among 842 patients enrolled, 179 (21%) were treated with statins before admission. Statin patients showed more comorbidities and more severe COVID-19 (NEWS 4 [IQR 2-6] vs 3 [IQR 2-5], p < 0.001). Despite having similar rates of intensive care unit admission, noninvasive ventilation, and mechanical ventilation, statin users appeared to show higher mortality rates. After balancing pre-existing relevant clinical conditions that could affect COVID-19 prognosis with PS matching, statin therapy confirmed its association with a more severe disease (NEWS ≥5 61% vs. 48%, p = 0.025) but not with in-hospital mortality (26% vs. 28%, p = 0.185). At univariate logistic regression analysis, statin use was confirmed not to be associated with mortality (OR 0.901; 95% CI: 0.537 to 1.51; p = 0.692) and to be associated with a more severe disease (NEWS≥5 OR 1.7; 95% CI 1.067-2.71; p = 0.026). CONCLUSIONS: Our results did not confirm the supposed favorable effects of statin therapy on COVID-19 outcomes. Conversely, they suggest that statin use should be considered as a proxy of underlying comorbidities, which indeed expose to increased risks of more severe COVID-19.",46, observational, 842, 663, convenience sampling
Venous thromboembolism in COVID-19,good,10.1007/s12020-020-02550-8,The benefit of statins in SARS-CoV-2 patients: further metabolic and prospective clinical studies are needed.,No abstract found,9, observational, 541, 86, convenience sampling
Venous thromboembolism in COVID-19,good,10.36469/jheor.2020.17331,Outcomes of Hospitalized COVID-19 Patients by Risk Factors: Results from a United States Hospital Claims Database.,"BACKGROUND/OBJECTIVE: The primary objective was to quantify the role of the number of Centers of Disease Control and Prevention (CDC) risk factors on in-hospital mortality. The secondary objective was to assess the associated hospital length of stay (LOS), intensive care unit (ICU) bed utilization, and ICU LOS with the number of CDC risk factors. METHODS: A retrospective cohort study consisting of all hospitalizations with a confirmed COVID-19 diagnosis discharged between March 15, 2020 and April 30, 2020 was conducted. Data was obtained from 276 acute care hospitals across the United States. Cohorts were identified based upon the number of the CDC COVID-19 risk factors. Multivariable regression modeling was performed to assess outcomes and utilization. The odds ratio (OR) and incidence rate ratio (IRR) were reported. RESULTS: Compared with patients with no CDC risk factors, patients with risk factors were significantly more likely to die during the hospitalization: One risk factor (OR 2.08, 95% CI, 1.60-2.70; P < 0.001), two risk factors (OR 2.63, 95% CI, 2.00-3.47; P < 0.001), and three or more risk factors (OR 3.49, 95% CI, 2.53-4.80; P < 0.001). The presence of CDC risk factors was associated with increased ICU utilization, longer ICU LOS, and longer hospital LOS compared to those with no risk factors. Patients with hypertension (OR 0.77, 95% CI, 0.70-0.86; P < 0.001) and those administered statins were less likely to die (OR 0.54, 95% CI, 0.49-0.60; P < 0.001). CONCLUSIONS: Quantifying the role of CDC risk factors upon admission may improve risk stratification and identification of patients who may require closer monitoring and more intensive treatment.",18, retrospective cohort study, 21676, none, convenience sampling
Venous thromboembolism in COVID-19,good,10.3390/pathogens9090759,Statin Use Is Associated with Decreased Risk of Invasive Mechanical Ventilation in COVID-19 Patients: A Preliminary Study.,"COVID-19 disproportionately affects patients with medical comorbidities such as cardiovascular disease (CVD). Patients with CVD are widely prescribed 3-hydroxy-3-methyl-glutayl-CoA (HMG-CoA) reductase inhibitors (statins), a class of lipid-lowering medications known for their pleiotropic anti-inflammatory and immunomodulatory effects. However, the relationship between statin use and COVID-19 outcomes is not fully understood. In this preliminary study, we explored the association between statin use and severe COVID-19 outcomes in hospitalized patients, including intensive care unit (ICU) admission, the need for invasive mechanical ventilation (IMV), and in-hospital death. We performed a retrospective cohort study of 249 patients hospitalized with COVID-19 from 3 March 2020 to 10 April 2020 in Rhode Island, USA. Patient demographics, past medical history, current medications, and hospital course were recorded and analyzed. A multivariate logistic regression analysis was conducted to examine associations. After adjusting for age, sex, race, cardiovascular disease, chronic pulmonary disease, diabetes, and obesity, statin use was significantly associated with decreased risk for IMV (adjusted Odds Ratio (aOR) = 0.45, 95% Confidence Interval (CI): 0.20-0.99). Our results support the continued use of statins among COVID-19 patients and could have implications for future prospective studies on the management of COVID-19.",58, retrospective cohort study, 249, N/A, convenience sampling
Venous thromboembolism in COVID-19,good,10.1016/j.jamda.2020.06.018,"The Effects of ARBs, ACEis, and Statins on Clinical Outcomes of COVID-19 Infection Among Nursing Home Residents.","OBJECTIVES: Angiotensin-converting enzyme inhibitors (ACEi), angiotensin II receptor blockers (ARBs), and HMG-CoA reductase inhibitors (""statins"") have been hypothesized to affect COVID-19 severity. However, up to now, no studies investigating this association have been conducted in the most vulnerable and affected population groups (ie, older adults residing in nursing homes). The objective of this study was to explore the association of ACEi/ARB and/or statins with clinical manifestations in COVID-19-infected older adults residing in nursing homes. DESIGN: We undertook a retrospective multicenter cohort study to analyze the association between ACEi/ARB and/or statin use with clinical outcome of COVID-19. The outcomes were (1) serious COVID-19 defined as long-stay hospital admission or death within 14 days of disease onset, and (2) asymptomatic (ie, no disease symptoms in the whole study period while still being diagnosed by polymerase chain reaction). SETTING AND PARTICIPANTS: A total of 154 COVID-19-positive subjects were identified, residing in 1 of 2 Belgian nursing homes that experienced similar COVID-19 outbreaks. MEASURES: Logistic regression models were applied with age, sex, functional status, diabetes, and hypertension as covariates. RESULTS: We found a statistically significant association between statin intake and the absence of symptoms during COVID-19 (odds ratio [OR] 2.91; confidence interval [CI] 1.27-6.71), which remained statistically significant after adjusting for covariates (OR 2.65; CI 1.13-6.68). Although the effects of statin intake on serious clinical outcome were in the same beneficial direction, these were not statistically significant (OR 0.75; CI 0.24-1.87). There was also no statistically significant association between ACEi/ARB and asymptomatic status (OR 2.72; CI 0.59-25.1) or serious clinical outcome (OR 0.48; CI 0.10-1.97). CONCLUSIONS AND IMPLICATIONS: Our data indicate that statin intake in older, frail adults could be associated with a considerable beneficial effect on COVID-19 clinical symptoms. The role of statins and renin-angiotensin system drugs needs to be further explored in larger observational studies as well as randomized clinical trials.",38, retrospective multicenter cohort study, 154, not applicable, convenience sampling
The prevalence of mental health disorders in university and college students during the COVID-19 pandemic,good,10.3390/nu12123660,Dietary Habits and Psychological States during COVID-19 Home Isolation in Italian College Students: The Role of Physical Exercise.,"Social isolation has adverse effects on mental health, physical exercise, and dietary habits. This longitudinal observational study aimed to investigate the effects of mood states and exercise on nutritional choices, on 176 college students (92 males, 84 females; 23 ± 4 years old) during the COVID-19 lockdown. During 21 days, nutrition and exercise were daily monitored, and the mood states assessed. A factor analysis was used to reduce the number of nutritional variables collected. The relationships between exercise, mood and nutrition were investigated using a multivariate general linear model and a mediation model. Seven factors were found, reflecting different nutritional choices. Exercise was positively associated with fruit, vegetables and fish consumption (",66, longitudinal observational study, 176, N/A, convenience sampling
The prevalence of mental health disorders in university and college students during the COVID-19 pandemic,good,10.3389/fpsyt.2020.00803,Prevalence and Psychosocial Correlates of Mental Health Outcomes Among Chinese College Students During the Coronavirus Disease (COVID-19) Pandemic.,"OBJECTIVES: To investigate the prevalence and risk factors for poor mental health of Chinese university students during the Corona Virus Disease 2019 (COVID-19) pandemic. METHOD: Chinese nation-wide on-line cross-sectional survey on university students, collected between February 12 RESULTS: Of 2,500 invited Chinese university students, 2,038 completed the survey. Prevalence of clinically-relevant PTSD, anxiety, and depressive symptoms, and post traumatic growth (PTG) was 30.8, 15.5, 23.3, and 66.9% respectively. Older age, knowing people who had been isolated, more ACEs, higher level of anxious attachment, and lower level of resilience all predicted primary outcome (all CONCLUSIONS: A significant proportion of young adults exhibit clinically relevant posttraumatic stress disorder (PTSD), anxious or depressive symptoms, but a larger portion of individuals showed to effectively cope with COVID-19 pandemic. Interventions promoting resilience should be provided, even remotely, to those subjects with specific risk factors to develop poor mental health during COVID-19 or other pandemics with social isolation.",59, cross-sectional, 2038, N/A, convenience sampling
The prevalence of mental health disorders in university and college students during the COVID-19 pandemic,good,10.3390/ijerph17207433,Swiss University Students' Risk Perception and General Anxiety during the COVID-19 Pandemic.,"University students were confronted with abrupt changes to their daily lives by the COVID-19 lock-down. We investigated Generalized Anxiety Disorder Scale-7 (GAD-7) and anxiety levels, and the association between perceived impact on well-being, studies, and daily lives and anxiety levels, adjusted for gender, age, social class and affiliation. Early in the lock-down all students of the Zurich University of Applied Sciences (",39, cross-sectional survey, 2429, 0, convenience sampling
The prevalence of mental health disorders in university and college students during the COVID-19 pandemic,good,10.3390/clockssleep2030025,Increased Resilience Weakens the Relationship between Perceived Stress and Anxiety on Sleep Quality: A Moderated Mediation Analysis of Higher Education Students from 7 Countries.,"High levels of perceived stress and anxiety among university students are a global concern and are known to negatively influence sleep. However, few studies have explored how stress response styles, like psychological resilience and rumination, might alter these relationships. Using validated tools, perceived stress, anxiety, stress response styles, and sleep behaviors of undergraduate and graduate students from seven countries during the height of the COVID-19 pandemic were characterized in order to examine the relationships between these factors using mediation and moderation analyses. Students enrolled in universities in China, Ireland, Malaysia, Taiwan, South Korea, the Netherlands, and the United States were recruited in May 2020. A total of 2254 students completed this cross-sectional study. Perceived stress and anxiety were negatively associated with sleep quality through the mediation of rumination. Increased psychological resilience weakened the relationships between perceived stress and anxiety on sleep quality. The majority of students reported that COVID-19 negatively influenced their mental health and sleep quality but not sleep duration. Based on these results, university students would likely benefit from sleep education and mental health promotion programs that include trainings to increase psychological resilience and reduce rumination, particularly during times of increased stress.",88, cross-sectional, 2254, N/A, convenience sampling
The prevalence of mental health disorders in university and college students during the COVID-19 pandemic,good,10.3390/ijerph17238853,"Relationships between Perceived Stress, Depression and Alcohol Use Disorders in University Students during the COVID-19 Pandemic: A Socio-Economic Dimension.",The objective of the study was to examine the effects of perceived stress on depression and subsequently to examine the effects of depression on alcohol use disorders. The data were obtained by an electronic questionnaire survey during the coronavirus disease 2019 (COVID-19) pandemic (,120, observational, 1523, N/A, quota sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1007/s10072-020-04547-7,A prospective clinical study of detailed neurological manifestations in patients with COVID-19.,"BACKGROUND: COVID-19 is a virus pandemic. According to the first obtained data, COVID-19 has defined with findings such as cough, fever, diarrhea, and fatigue although neurological symptoms of patients with COVID-19 have not been investigated in detail. This study aims to investigate the neurological findings via obtained face-to-face anamnesis and detailed neurological examination in patients with COVID-19. METHODS: Two hundred thirty-nine consecutive inpatients with COVID-19, supported with laboratory tests, were evaluated. Detailed neurological examinations and evaluations of all patients were performed. All evaluations and examinations were performed by two neurologists who have at least five-year experience. RESULTS: This study was carried out 239 patients (133 male + 106 female) with diagnosed COVID-19. Neurological findings were present in 83 of 239 patients (34.7%). The most common neurological finding was a headache (27.6%). D-dimer blood levels were detected to be significantly higher in patients with at least one neurological symptom than patients without the neurological symptom (p < 0.05). IL-6 level was found to be significantly higher in patients with headache than without headache (p < 0.05). Creatine kinase (CK) level was detected to be significantly higher in patients with muscle pain (p < 0.05). CONCLUSION: Neurological symptoms are often seen in patients with COVID-19. Headache was the most common seen neurological symptom in this disease. Dizziness, impaired consciousness, smell and gustation impairments, cerebrovascular disorders, epileptic seizures, and myalgia were detected as other findings apart from the headache. It is suggested that determining these neurological symptoms prevents the diagnosis delay and helps to prohibit virus spread.",17, prospective clinical study, 239, none, convenience sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1016/j.bbi.2020.05.037,Subjective neurological symptoms frequently occur in patients with SARS-CoV2 infection.,"OBJECTIVE: Coronavirus disease 2019 (COVID-19) represents a novel pneumonia leading to severe acute respiratory syndrome (SARS). Recent studies documented that SARS-Coronavirus2 (SARS-CoV2), responsible for COVID-19, can affect the nervous system. The aim of the present observational study was to prospectively assess subjective neurological symptoms (sNS) in patients with SARS-CoV2 infection. METHODS: We included patients hospitalized at the University Hospital of Rome ""Tor Vergata"", medical center dedicated to the treatment of patients with COVID-19 diagnosis, who underwent an anamnestic interview about sNS consisting of 13 items, each related to a specific symptom, requiring a dichotomized answer. RESULTS: We included 103 patients with SARS-CoV2 infection. Ninety-four patients (91.3%) reported at least one sNS. Sleep impairment was the most frequent symptom, followed by dysgeusia, headache, hyposmia, and depression. Women more frequently complained hyposmia, dysgeusia, dizziness, numbeness/paresthesias, daytime sleepiness, and muscle ache. Moreover, muscle ache and daytime sleepiness were more frequent in the first 2 days after admission. Conversely, sleep impairment was more frequent in patients with more than 7 days of hospitalization. In these patients we also documented higher white blood cells and lower C-reactive protein levels. These laboratory findings correlated with the occurrence of hyposmia, dysgeusia, headache, daytime sleepiness, and depression. CONCLUSIONS: Patients with SARS-CoV2 infection frequently present with sNS. These symptoms are present from the early phases of the disease. The possibly intrinsic neurotropic properties of SARS-CoV2 may justify the very high frequency of sNS. Further studies targeted at investigating the consequences of SARS-CoV2 infection on the CNS should be planned.",54, observational, 103, N/A, convenience sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1016/j.bbi.2020.05.038,Immediate psychological distress in quarantined patients with COVID-19 and its association with peripheral inflammation: A mixed-method study.,"Since the end of 2019, Corona Virus Disease 2019 (COVID-19) has been the cause of a worldwide pandemic. The mental status of patients with COVID-19 who have been quarantined and the interactions between their psychological distress and physiological levels of inflammation have yet to be analyzed. Using a mixed-method triangulation design (QUAN + QUAL), this study investigated and compared the mental status and inflammatory markers of 103 patients who, while hospitalized with mild symptoms, tested positive with COVID-19 and 103 matched controls that were COVID-19 negative. The severity of depression, anxiety, and post-traumatic stress symptoms (PTSS) was measured via an on-line survey. Using a convenience sampling technique, qualitative data were collected until the point of data saturation. In addition, a semi-structured interview was conducted among five patients with COVID-19. Peripheral inflammatory markers were also collected in patients, both at baseline and within ± three days of completing the on-line survey. Results revealed that COVID-19 patients, when compared to non-COVID controls, manifested higher levels of depression (P < 0.001), anxiety (P < 0.001), and post-traumatic stress symptoms (P < 0.001). A gender effect was observed in the score of ""Perceived Helplessness"", the subscale of PSS-10, with female patients showing higher scores compared to male patients (Z = 2.56, P = 0.010), female (Z = 2.37, P = 0.018) and male controls (Z = 2.87, P = 0.004). Levels of CRP, a peripheral inflammatory indicator, correlated positively with the PHQ-9 total score (R = 0.37, P = 0.003, Spearman's correlation) of patients who presented symptoms of depression. Moreover, the change of CRP level from baseline inversely correlated with the PHQ-9 total score (R = -0.31, P = 0.002), indicative of improvement of depression symptoms. Qualitative analysis revealed similar results with respect to patient reports of negative feelings, including fear, guilt, and helplessness. Stigma and uncertainty of viral disease progression were two main concerns expressed by COVID-19 patients. Our results indicate that significant psychological distress was experienced by hospitalized COVID-19 patients and that levels of depressive features may be related to the inflammation markers in these patients. Thus, we recommend that necessary measures should be provided to address depression and other psychiatric symptoms for COVID-19 patients and attention should be paid to patient perceived stigma and coping strategies when delivering psychological interventions.",40, mixed-methods, 103, 103, convenience sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1016/j.bbi.2020.04.031,The differential psychological distress of populations affected by the COVID-19 pandemic.,No abstract found,18, cross-sectional, 205, None, convenience sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1016/j.bbi.2020.07.016,"Factors related to mental health of inpatients with COVID-19 in Wuhan, China.","OBJECTIVE: To evaluate the mental health status of hospitalized patients with coronavirus disease 2019 (COVID-19) and to explore the related factors. METHOD: This was a cross-sectional survey among COVID-19 inpatients in two isolation wards of a designated hospital in Wuhan, China, from March 7, 2020, to March 24, 2020. Participants' demographic data, clinical data and levels of circulating inflammatory markers were collated. Mental health symptoms were evaluated with questionnaires, which included the Insomnia Severity Index (ISI) scale, the 9-item Patient Health Questionnaire (PHQ-9), the 7-item Generalized Anxiety Disorder (GAD-7) scale, and questions about patients' self-perceived illness severity. Multivariate linear regression analysis was performed to explore factors that associated with mental symptoms, and a structural equation model (SEM) was used to assess the possible relationships between those factors and the patients' mental health. RESULTS: Among the 85 participants, 45.9% had symptoms of depression (PHQ-9 ≥ 5), 38.8% had anxiety (GAD-7 ≥ 5), and 54.1% had insomnia (ISI ≥ 8). According to multivariate regression analysis, female sex, a higher level of interleukin (IL)-1β and greater self-perceived illness severity were all significantly associated with a higher PHQ-9 score, higher GAD-7 score and higher ISI score. In addition, the disease duration and the neutrophil to lymphocyte ratio (NLR) were positively related to patients' self-perceived illness severity. The results of the SEM analyses suggested that sex (β = 0.313, P < 0.001), self-perceived illness severity (β = 0.411, P < 0.001) and levels of inflammatory markers (β = 0.358, P = 0.002) had direct effects on patients' mental health. The disease duration (β = 0.163, P = 0.003) and levels of inflammatory markers (β = 0.101, P = 0.016) also indirectly affected patients' mental health, with self-perceived illness severity acting as a mediator. CONCLUSION: A majority of COVID-19 infected inpatients reported experiencing mental health disturbances. Female sex, disease duration, levels of inflammatory markers and self-perceived illness severity are factors that could be used to predict the severity of patients' mental symptoms.",64, observational, 85, N/A, convenience sampling
The prevalence of depression anxiety and sleep disorder in COVID-19 patients,good,10.1016/j.jad.2020.06.033,Prevalence of depression and its association with quality of life in clinically stable patients with COVID-19.,"INTRODUCTION: High risk of mental health problems is associated with Coronavirus Disease 2019 (COVID-19). This study explored the prevalence of depressive symptoms (depression hereafter) and its relationship with quality of life (QOL) in clinically stable patients with COVID-19. METHODS: This was an online survey conducted in COVID-19 patients across five designated isolation hospitals for COVID-19 in Hubei province, China. Depression and QOL were assessed with standardized instruments. RESULTS: A total of 770 participants were included. The prevalence of depression was 43.1% (95%CI: 39.6%-46.6%). Binary logistic regression analysis found that having a family member infected with COVID-19 (OR=1.51, P = 0.01), suffering from severe COVID-19 infection (OR=1.67, P = 0.03), male gender (OR=0.53, P<0.01), and frequent social media use to obtain COVID-19 related information (OR=0.65, P<0.01) were independently associated with depression. Patients with depression had lower QOL than those without. CONCLUSION: Depression is highly prevalent in clinically stable patients with COVID-19. Regular screening and appropriate treatment of depression are urgently warranted for this population.",48, observational, 770, N/A, convenience sampling
Nutritional screening tools used for identification of nutritional risk in older patients with COVID-19,good,10.1016/j.clnu.2020.05.051,The modified NUTRIC score can be used for nutritional risk assessment as well as prognosis prediction in critically ill COVID-19 patients.,"BACKGROUND & AIMS: In the newly emerged Coronavirus Disease 2019 (COVID-19) disaster, little is known about the nutritional risks for critically ill patients. It is also unknown whether the modified Nutrition Risk in the Critically ill (mNUTRIC) score is applicable for nutritional risk assessment in intensive care unit (ICU) COVID-19 patients. We set out to investigate the applicability of the mNUTRIC score for assessing nutritional risks and predicting outcomes for these critically ill COVID-19 patients. METHODS: This retrospective observational study was conducted in three ICUs which had been specially established and equipped for COVID-19 in Wuhan, China. The study population was critically ill COVID-19 patients who had been admitted to these ICUs between January 28 and February 21, 2020. Exclusion criteria were as follows: 1) patients of ＜18 years; 2) patients who were pregnant; 3) length of ICU stay of ＜24 h; 4) insufficient medical information available. Patients' characteristics and clinical information were obtained from electronic medical and nursing records. The nutritional risk for each patient was assessed at their ICU admission using the mNUTRIC score. A score of ≥5 indicated high nutritional risk. Mortality was calculated according to patients' outcomes following 28 days of hospitalization in ICU. RESULTS: A total of 136 critically ill COVID-19 patients with a median age of 69 years (IQR: 57-77), 86 (63%) males and 50 (37%) females, were included in the study. Based on the mNUTRIC score at ICU admission, a high nutritional risk (≥5 points) was observed in 61% of the critically ill COVID-19 patients, while a low nutritional risk (<5 points) was observed in 39%. The mortality of ICU 28-day was significantly higher in the high nutritional risk group than in the low nutritional risk group (87% vs 49%, P ＜0.001). Patients in the high nutritional risk group exhibited significantly higher incidences of acute respiratory distress syndrome, acute myocardial injury, secondary infection, shock and use of vasopressors. Additionally, use of a multivariate Cox analysis showed that patients with high nutritional risk had a higher probability of death at ICU 28-day than those with low nutritional risk (adjusted HR = 2.01, 95% CI: 1.22-3.32, P = 0.006). CONCLUSIONS: A large proportion of critically ill COVID-19 patients had a high nutritional risk, as revealed by their mNUTRIC score. Patients with high nutritional risk at ICU admission exhibited significantly higher mortality of ICU 28-day, as well as twice the probability of death at ICU 28-day than those with low nutritional risk. Therefore, the mNUTRIC score may be an appropriate tool for nutritional risk assessment and prognosis prediction for critically ill COVID-19 patients.",32, observational, 136, N/A, convenience sampling
Nutritional screening tools used for identification of nutritional risk in older patients with COVID-19,good,10.1038/s41430-020-0642-3,"Prevalence of malnutrition and analysis of related factors in elderly patients with COVID-19 in Wuhan, China.","BACKGROUND/OBJECTIVES: To evaluate the prevalence of malnutrition and its related factors in elderly patients with COVID-19 in Wuhan, China. SUBJECTS/METHODS: In a cross-sectional study, we evaluated the nutritional status of elderly inpatients with COVID-19 using the Mini Nutritional Assessment (MNA). Based on MNA scores, patients were divided into non-malnutrition group (MNA ≥ 24), the group with risk of malnutrition (MNA 17-23.5) and malnutrition group (MNA score < 17). Regression analysis was conducted to screen for risk factors for malnutrition. RESULTS: A total of 182 patients were included in the study, of which 27.5% were in the group with malnutrition risk and 52.7% were in the malnutrition group. There were statistical differences in the incidence of comorbid diabetes mellitus, body mass index (BMI), calf circumference,albumin, hemoglobin, and lymphocyte counts among the three groups. Further regression analysis suggested that combined diabetes, low calf circumference, and low albumin were independent risk factors for malnutrition. CONCLUSIONS: The prevalence of malnutrition in elderly patients with COVID-19 was high, and nutritional support should be strengthened during treatment, especially for those with diabetes mellitus, low calf circumference, or low albumin.",29, observational, 182, Not applicable, convenience sampling
Nutritional screening tools used for identification of nutritional risk in older patients with COVID-19,good,10.1038/s41430-020-0659-7,Clinical significance of nutritional risk screening for older adult patients with COVID-19.,"OBJECTIVES: The aim of this study was to assess the nutritional risks among older patients with COVID-19 and their associated clinical outcomes using four nutritional risk screening (NRS) tools: Nutrition Risk Screening 2002 (NRS 2002), Malnutrition Universal Screening Tool (MUST), Mini Nutrition Assessment Shortcut (MNA-sf), and Nutrition Risk Index (NRI). METHODS: We retrospectively analyzed the data of patients with COVID-19 older than 65 years who were treated in our hospital from January 28, 2020 to March 5, 2020, and explored the relationship between nutritional risk and clinical outcomes. RESULTS: A total of 141 patients with COVID-19 (46 common COVID-19, 73 severe COVID-19, and 22 extremely severe COVID-19) were enrolled in the study. NRS 2002 identified 85.8% of patients as having risk, with being identified 41.1% by MUST, 77.3% by MNA-sf, and 71.6% by NRI. The agreement strength was moderate between NRS 2002 and MNA-sf, NRI, fair between MUST and MNA-sf, NRI, fair between MNA-sf and NRI, poor between NRS 2002 and MUST (P < 0.01). After adjustment for confounding factors in multivariate regression analysis, patients in the risk group had significantly longer LOS, higher hospital expenses (except MNA-sf), poor appetite, heavier disease severity, and more weight change(kg) than normal patients by using NRS 2002, MNA-sf, and NRI(P < 0.05). CONCLUSIONS: The NRS 2002, MNA-sf, and NRI are useful and practical tools with respect to screening for patients with COVID-19 who are at nutritional risk, as well as in need of additional nutritional intervention.",15, observational, 141, NA, convenience sampling
Home-based exercise programmes improve physical fitness of older adults,good,10.5812/ircmj.26340,"Randomized Control Trials on Otago Exercise Program (OEP) to Reduce Falls Among Elderly Community Dwellers in Shahroud, Iran.","BACKGROUND: Fall is a worldwide health problem among elderly people and a known leading cause of disabilities. Fall prevention programs have been implemented in various forms. The Otago exercise program (OEP) is one of the most recent home-base exercise training program. OBJECTIVES: This study was conducted to examine the effectiveness of OEP to reduce falls among elderly people in Shahroud, IR Iran. MATERIALS AND METHODS: This randomised control trial was conducted among the elderly community dwellers in Shahroud city of the Semnan province, IR Iran, with experience of falls in the last 12 months. Subjects of the study (n = 317) were recruited from elderly senior citizens at public health centers. Block systematic random sampling was applied to categorize the subjects in experimental and control groups. The experimental group (n = 160) received OEP for six months and was compared with the control group (n = 157) who received general health training. This study was registered with the following ID, IRCT2014012016285N1. RESULTS: The findings of the study showed that OEP improved physical performance (Berg-Balance-Score with P > 0.025, and Timed-Up-Go-Test with P > 0.017) and functional capacity (Arm-Curl-Test with P > 0.00 and Chair-Stand-Test with P > 0.01). In addition, OEP significantly reduced the incidence of falls (P ≤ 0.00) among senior citizens in the experimental group. DISCUSSION: The OEP as a home-based exercise is effective for the reduction of the incidence of falls among senior citizens with a history of falls. The OEP can be recommended for elderly homebound people who do not have access to facilities.",42, RCT, 317, 157, Block random sampling
Home-based exercise programmes improve physical fitness of older adults,good,10.1186/s12966-019-0855-9,Individualized home-based exercise and nutrition interventions improve frailty in older adults: a randomized controlled trial.,"BACKGROUND: Frail older adults are predisposed to multiple comorbidities and adverse events. Recent interventional studies have shown that frailty can be improved and managed. In this study, effective individualized home-based exercise and nutrition interventions were developed for reducing frailty in older adults. METHODS: This study was a four-arm, single-blind, randomized controlled trial conducted between October 2015 and June 2017 at Miaoli General Hospital in Taiwan. Overall, 319 pre-frail or frail older adults were randomly assigned into one of the four study groups (control, exercise, nutrition, and exercise plus nutrition [combination]) and followed up during a 3-month intervention period and 3-month self-maintenance period. Improvement in frailty scores was the primary outcome. Secondary outcomes included improvements in physical performance and mental health. The measurements were performed at baseline, 1 month, 3 months, and 6 months. RESULTS: At the 6-month measurement, the exercise (difference in frailty score change from baseline: - 0.23; 95% confidence interval [CI]: - 0.41, - 0.05; p = 0.012), nutrition (- 0.28; 95% CI: - 0.46, - 0.11; p = 0.002), and combination (- 0.34; 95% CI: - 0.52, - 0.16; p <  0.001) groups exhibited significantly greater improvements in the frailty scores than the control group. Significant improvements were also observed in several physical performance parameters in the exercise, nutrition, and combination groups, as well as in the 12-Item Short Form Health Survey mental component summary score for the nutrition group. CONCLUSIONS: The designated home-based exercise and nutrition interventions can help pre-frail or frail older adults to improve their frailty score and physical performance. TRIAL REGISTRATION: Retrospectively registered at ClinicalTrials.gov (identifier: NCT03477097); registration date: March 26, 2018.",45, RCT, 319, 80, Randomized
